：	;_
百发百中	bfbv
本次	bfci
白发苍苍	bfcc
不复从前	bfcq
不复存在	bfcz
不负此生	bfcu
百分点	bfdm
本当	bfdh
本地	bfdi
笨蛋	bfdj
本队	bfdv
百废待兴	bfdx
不复当年	bfdn
本分	bfff
本非	bffw
奔放	bffh
奔赴	bffu
不法分子	bffz
本该	bfgd
避风港	bfgh
本宫	bfgs
本国	bfgo
不分高下	bfgx
百分号	bfh_
本行	bfhh
暴发户	bfhu
八方呼应	bfhy
奔驰	bfii
本场	bfih
不费吹灰之力	bfil
奔出	bfiu
本金	bfjb
本季	bfji
本届	bfjp
本就	bfjq
百废俱兴	bfjx
暴风疾雨	bfjy
本科	bfke
本刊	bfkj
白费口舌	bfku
本领	bflk
本利	bfli
百分率	bflv
白费力气	bflq
兵分两路	bfll
本类	bflw
本轮	bfly
本名	bfmk
本门	bfmf
本末	bfmo
白富美	bfmw
本能	bfng
本年	bfnm
笨鸟	bfnn
不分你我	bfnw
奔跑	bfpc
本片	bfpm
本票	bfpn
不服气	bfq_
不分青红皂白	bfqb
本期	bfqi
本钱	bfqm
本群	bfqy
不乏其人	bfqr
不分轻重	bfqv
白发青衫	bfqu
本人	bfrf
本日	bfri
不负如来不负卿	bfrq
本色	bfse
笨死	bfsi
奔丧	bfsh
不负所托	bfst
奔腾	bftg
奔逃	bftc
本体	bfti
奔头	bftz
本帖	bftp
本田	bftm
本条	bftn
本土	bftu
悲愤填膺	bfty
比方说	bfu_
本身	bfuf
本省	bfug
本事	bfui
本书	bfuu
不负韶华	bfuh
百分之百	bfvb
本着	bfve
本质	bfvi
本站	bfvj
笨拙	bfvo
笨重	bfvs
本真	bfvf
并发症	bfvg
不法之徒	bfvt
笨猪	bfvu
不负众望	bfvw
百分之一	bfvy_
本周	bfvz
本章	bfvh
本文	bfwf
本无	bfwu
本位	bfww
变法维新	bfwx
变废为宝	bfwb
不放心	bfx_
本心	bfxb
本息	bfxi
白费心机	bfxj
本性	bfxk
本想	bfxl
本校	bfxn
不分轩轾	bfxv
不法行为	bfxw
暴风雨	bfy_
本页	bfye
本意	bfyi
本应	bfyk
本源	bfyr
本月	bfyt
奔涌	bfys
不费一兵一卒	bfyz
并非易事	bfyu
笔锋一转	bfyv
不发一言	bfyy
不负责	bfz_
奔走	bfzz
本尊	bfzy
本子	bfzi
本座	bfzo
不负责任	bfzr
不放在眼里	bfzl
半工半读	bgbd
不管不顾	bgbg
不管不问	bgbw
不干不净	bgbj_
笔耕不辍	bgbi
包工包料	bgbl
蚌埠	bgbu
八个不忿	bgbf
不敢当	bgd_
蹦跶	bgda
绷带	bgdd
蹦迪	bgdi
绷断	bgdr
崩掉	bgdn
不共戴天	bgdt
半个多世纪	bgdj
半个多月	bgdy
半个多小时	bgdu
不过尔尔	bgee
不告而取	bgeq
迸发	bgfa
甭管	bggr
不敢苟同	bggt
不敢高攀	bggp
崩坏	bghk
不甘后人	bghr
不敢或忘	bghw
蹦床	bgil
蹦出	bgiu
白骨精	bgjk
绷紧	bgjb
蹦极	bgji
崩解	bgjp
百感交集	bgjj
不甘寂寞	bgjm
不干胶	bgjn
崩溃	bgkv
不管了	bgl_
崩了	bgle
崩裂	bglp
不甘落后	bglh
八国联军	bglj
波光粼粼	bgll
不敢掠美	bglm
不归路	bglu
帮个忙	bgm_
不公平	bgpk
崩盘	bgpj
绷起	bgqi
卑躬屈膝	bgqx
不过如此	bgrc
闭关锁国	bgsg
不够塞牙缝	bgsf
不管三七二十一	bgsy
崩塌	bgta
蹦跳	bgtn
博古通今	bgtj
不关痛痒	bgty
包工头	bgtz
迸射	bgue
办公室	bgui
半个世纪	bguj
甭说	bguo
不甘示弱	bgur
兵贵神速	bgus
杯弓蛇影	bguy
不敢擅专	bguv
半个钟	bgv_
绷着	bgve
秉公执法	bgvf
百舸争流	bgvl
绷直	bgvi
半个钟头	bgvt
悲观主义	bgvy
八股文	bgwf
不敢妄言	bgwy
报告文学	bgwx
别跟我说	bgwu
不更新	bgx_
不高兴	bgxk
不甘心	bgxb
甭想	bgxl
不敢相信	bgxx
不感兴趣	bgxq
半个小时	bgxu
半个月	bgy_
不顾一切	bgyq
不够意思	bgys
不甘于	bgyu
不苟言笑	bgyx
不敢越雷池一步	bgyb
半个字	bgzi
不攻自破	bgzp
闭关自守	bgzu
不敢造次	bgzc
八竿子打不着	bgzv
不会吧	bhb_
帮帮	bhbh
棒冰	bhbk
不慌不忙	bhbm
饱汉不知饿汉饥	bhbj
棒打	bhda
榜单	bhdj
变化多端	bhdd
绑定	bhdk
不遑多让	bhdr
北海道	bhdc
不寒而栗	bhel
不欢而散	bhes
帮扶	bhfu
绑匪	bhfw
不合格	bhg_
背黑锅	bhgo
别鹤孤鸾	bhgl
帮工	bhgs
帮规	bhgv
北回归线	bhgx
白虹贯日	bhgr
不患寡而患不均	bhgj
白花花	bhh_
棒喝	bhhe
帮会	bhhv
不怀好意	bhhy
帮衬	bhif
磅秤	bhig
棒槌	bhiv
不合常理	bhil
绑紧	bhjb
棒极	bhji
邦交	bhjn
绑架	bhjx
蚌壳	bhke
帮困	bhky
不合理	bhl_
白鹤亮翅	bhli
冰火两重天	bhlt
绑牢	bhlc
帮了	bhle
悲欢离合	bhlh
不回来	bhld
变幻莫测	bhmc
帮忙	bhmh
兵荒马乱	bhml
巴哈马	bhma
绑票	bhpn
帮派	bhpd
不患贫而患不均	bhpj
暴虎冯河	bhph
不回去	bhq_
不合群	bhqy
百花齐放	bhqf
帮腔	bhql
棒球	bhqq
碧海青天	bhqt
帮人	bhrf
不好惹	bhre
不划算	bhsr
保护伞	bhsj
傍花随柳	bhsl
绑腿	bhtv
帮上	bhuh
傍身	bhuf
不好说	bhuo
不合适	bhui
不合时宜	bhuy
帮手	bhuz
帮助	bhvu
帮着	bhve
不惑之年	bhvn
抱恨终天	bhvt
百花争艳	bhvy
傍晚	bhwj
榜文	bhwf
变幻无常	bhwi
变化无穷	bhwq
帮下	bhxx
冰魂雪魄	bhxp
帮凶	bhxs
保护性	bhxk
榜样	bhyh
榜眼	bhyj
不好意思	bhys
背后一套	bhyt
绑在	bhzd
棒子	bhzi
彼岸	bian
必败	bibd
臂膀	bibh_
比比	bibi
弊病	bibk
不吵不闹	bibn
罢黜百家	bibj
碧波	bibo
把持不住	bibv
必备	bibw
百吃不厌	biby
彼此	bici
必得	bide
壁灯	bidg
必定	bidk
弊端	bidr
必读	bidu
比对	bidv
笔袋	bidd
鼻窦	bidz
壁咚	bids
笔调	bidn
必答	bida
必成大器	bidq
比方	bifh
笔法	bifa
比分	biff
避风	bifg
不成方圆	bify
笔杆	bigj
避光	bigl
闭关	bigr
逼供	bigs
避过	bigo
百尺竿头	bigt
壁柜	bigv
壁挂	bigx
百尺竿头更进一步	bigb
百川归海	bigh
碧海	bihd
闭合	bihe
闭环	bihr
避寒	bihj
不差毫厘	bihl
避祸	biho
庇护	bihu
避讳	bihv
笔画	bihx
逼婚	bihy
壁橱	biiu
B超	biic
逼近	bijb
笔记	biji
毕竟	bijk
必将	bijl
鼻尖	bijm_
必究	bijq
闭卷	bijr
不成敬意	bijy
笔架	bijx
别出机杼	bijv
避开	bikd
鼻孔	biks
必考	bikc
闭口	bikz
必看	bikj
避坑	bikg
比例	bili
毙了	bile
碧蓝	bilj
鼻梁	bill
笔录	bilu
比率	bilv
避雷	bilw
鄙陋	bilz
比邻	bilb
拔出萝卜带出泥	biln
鼻毛	bimc
闭门	bimf
鞭长莫及	bimj
笔名	bimk
避免	bimm
笔墨	bimo
闭幕	bimu
比美	bimw
比拟	bini
避难	binj
婢女	binv
比拼	bipb
逼迫	bipo
逼平	bipk
比起	biqi
鼻腔	biql
壁球	biqq
不成其为	biqw
必承其重	biqv
避让	birh
必然	birj
比如	biru
鄙人	birf
鼻塞	bis_
闭塞	bise_
闭锁	biso
比萨	bisa
必死	bisi
不出所料	bisl
笔套	bitc
笔筒	bits
比特	bite
鼻涕	biti
笔谈	bitj
笔挺	bitk
不成体统	bitt
鼻头	bitz
闭上	biuh
鄙视	biui
避暑	biuu_
必杀	biua
必胜	biug
避税	biuv
笔顺	biuy
匕首	biuz
悲春伤秋	biuq
不差上下	biux
比照	bivc
逼债	bivd
闭着	bive
逼真	bivf
必争	bivg
臂展	bivj
臂章	bivh
壁纸	bivi
比重	bivs
不传之秘	bivm
不吃这一套	bivt
逼问	biwf
臂弯	biwj
比武	biwu
不成问题	biwt
笔芯	bixb
别出心裁	bixc
报仇雪恨	bixh
鼻息	bixi
笔形	bixk
避嫌	bixm_
辟邪	bixp
必修	bixq
必选	bixr
鼻血	bixt
不耻下问	bixw
陛下	bixx
鼻音	biyb
毕业	biye
鼻翼	biyi_
闭眼	biyj_
不齿于人	biyr
抱成一团	biyt
必用	biys
比喻	biyu
避孕	biyy
必有	biyz
不出意外	biyw
鼻子	bizi
比作	bizo
鼻祖	bizu
闭嘴	bizv
逼走	bizz
逼仄	bize
不耻最后	bizh
办案	bjan
半百	bjbd
版本	bjbf
板报	bjbc
半壁	bjbi
斑斑	bjbj
搬兵	bjbk
半斤八两	bjbl
半边	bjbm_
斑驳	bjbo
不见不散	bjbs
颁布	bjbu_
不骄不躁	bjbz
不疾不徐	bjbx
包教包会	bjbh
半仓	bjch
板材	bjcd
班次	bjci
板寸	bjcy
饱经沧桑	bjcs
搬到	bjdc_
半大	bjda
不见得	bjde
板凳	bjdg
班底	bjdi
半点	bjdm
八九点钟	bjdv
不减当年	bjdn
半段	bjdr
搬动	bjds
伴读	bjdu
不记得了	bjdl
不计代价	bjdj
比较而言	bjey
比肩而立	bjel
不教而诛	bjev
不胫而走	bjez
贝加尔湖	bjeh
办法	bjfa
半分	bjff
拌饭	bjfj
不进反退	bjft
饱经风霜	bjfu
不解风情	bjfq
宝剑锋从磨砺出	bjfi
不及格	bjg_
别见怪	bjgk
半个	bjge
不见棺材不落泪	bjgl
办公	bjgs
版规	bjgv
八九个人	bjgr
八九个月	bjgy
白驹过隙	bjgx
比较好	bjh_
搬回	bjhv
办好	bjhc
瘢痕	bjhf
半酣	bjhj
版画	bjhx
保驾护航	bjhh
不计后果	bjhg
别具慧眼	bjhy
半场	bjih
班车	bjie
办成	bjig
班禅	bjij
搬出	bjiu
边际成本	bjib
不仅仅	bjj_
半斤	bjjb
班级	bjji
半径	bjjk
颁奖	bjjl
半角	bjjn
半截	bjjp
斑鸠	bjjq
半句	bjju
比肩接踵	bjjv
搬家	bjjx_
版块	bjkk
办卡	bjka
搬开	bjkd
半空	bjks
扮酷	bjku
不积跬步	bjkb
不积跬步无以至千里	bjkl
白驹空谷	bjkg
不见了	bjle
伴郎	bjlh
办理	bjli
斑斓	bjlj
边角料	bjln
冰激凌	bjlk
半裸	bjlo
半路	bjlu
伴侣	bjlv
半拉	bjla
背井离乡	bjlx
保加利亚	bjly_
兵精粮足	bjlz
布加勒斯特	bjlt
斑马	bjma
版面	bjmm
不结盟	bjmg
不结盟运动	bjmd
不讲面子	bjmz
比基尼	bjn_
伴娘	bjnl
半年	bjnm
搬弄	bjns
不拘泥于	bjny
半拍	bjpd
半瓶	bjpk
半坡	bjpo
半票	bjpn
般配	bjpw
保健品	bjpb
不久前	bjq_
搬迁	bjqm
并驾齐驱	bjqq
不近情理	bjql
版权	bjqr
不计其数	bjqu
不计前嫌	bjqx
不仅如此	bjrc
不绝如缕	bjrl
半日	bjri
不近人情	bjrq
不尽人意	bjry
搬入	bjru
不尽然	bjrj
半截入土	bjrt
半决赛	bjsd
半死	bjsi
毕加索	bjso
不见森林	bjsl
不假思索	bjss
巴基斯坦	bjst
伴随	bjsv
悲剧色彩	bjsc
半天	bjtm
办妥	bjto
不见天日	bjtr
半桶	bjts
半途	bjtu
半躺	bjth
不见兔子不撒鹰	bjty
北京市	bju_
半身	bjuf
半生	bjug
办事	bjui
班上	bjuh
半山	bjuj
杯酒释兵权	bjuq
半数	bjuu
版税	bjuv
扳手	bjuz
八九十岁	bjus
半周	bjvz
必经之地	bjvd
不羁之才	bjvc
办证	bjvg
班长	bjvh
伴着	bjve
败军之将	bjvj
必经之路	bjvl
百家争鸣	bjvm_
搬砖	bjvr
不经之谈	bjvt
版主	bjvu
不见真佛不烧香	bjvx
不解之缘	bjvy
斑纹	bjwf
保家卫国	bjwg
不讲武德	bjwd
办完	bjwj
不尽完美	bjwm
伴舞	bjwu
把酒问青天	bjwt
百家姓	bjx_
不拘小节	bjxj
颁行	bjxk
扮相	bjxl
半仙	bjxm
不尽相同	bjxt
不经意	bjy_
板鸭	bjya
半夜	bjye_
别具一格	bjyg_
八九月份	bjyf
搬移	bjyi
扮演	bjyj_
伴有	bjyz
半圆	bjyr
半月	bjyt
伴音	bjyb
不经一事不长一智	bjyv
搬运	bjyy
败局已定	bjyd
不讲义气	bjyq
不久以后	bjyh
败家子	bjz_
班子	bjzi
扮作	bjzo
不进则退	bjzt
班组	bjzu
拌嘴	bjzv_
伴奏	bjzz
北京大学	bjdx
北京师范大学	bjux
并案	bkan
背靠背	bkbw
冰雹	bkbc_
并表	bkbn
兵败	bkbd
冰棒	bkbh
病变	bkbm_
并不	bkbu
冰冰	bkbk
百看不厌	bkby_
闭口不谈	bkbt
不可不知	bkbv
不可不防	bkbf
并存	bkcy
冰层	bkcg
冰岛	bkdc
冰袋	bkdd_
不可动摇	bkdy
冰灯	bkdg
冰雕	bkdn
冰冻	bkds
冰点	bkdm
兵丁	bkdk
病毒	bkdu
背靠大树好乘凉	bkdl
不可遏制	bkev
兵法	bkfa
冰敷	bkfu
冰封	bkfg_
病房	bkfh
不可否认	bkfr
并非	bkfw_
并购	bkgz
禀告	bkgc
病根	bkgf
饼干	bkgj
冰盖	bkgd
不可估量	bkgl
不可告人	bkgr
不可改变	bkgb
秉公	bkgs
病故	bkgu
冰柜	bkgv
冰棍	bkgy
病号	bkhc
病害	bkhd
冰河	bkhe
冰花	bkhx
不可或缺	bkhq
病患	bkhr
冰寒	bkhj
不堪回首	bkhu
秉承	bkig
秉持	bkii
摒除	bkiu
病床	bkil
冰川	bkir
冰铲	bkij
鼻孔朝天	bkit
并将	bkjl
并进	bkjb
不可兼得	bkjd
并击	bkji
并肩	bkjm
冰晶	bkjk
冰窖	bkjn
并就	bkjq
病句	bkju
病假	bkjx
病菌	bkjy_
不可居无竹	bkjv
并可	bkke
不可开交	bkkj_
不可抗力	bkkl
冰块	bkkk
并口	bkkz
不考虑	bkl_
病了	bkle
并拢	bkls
冰冷	bklg
槟榔	bklh
病例	bkli
冰凉	bkll
冰凌	bklk
并联	bklm
并列	bklp
不可理喻	bkly
病猫	bkmc
兵马	bkma
百口莫辩	bkmb
禀明	bkmk
病魔	bkmo
不可名状	bkmv
并没	bkmw
不可磨灭	bkmm
不可能	bkn_
不可逆	bkni
不可逆转	bknv
不可能的	bknd
不可能吧	bknb
并排	bkpd
兵痞	bkpi
不可偏废	bkpf
不靠谱	bkpu
兵器	bkqi
不可企及	bkqj
病情	bkqk
冰球	bkqq
兵权	bkqr
不可缺少	bkqu
不可全信	bkqx
不可侵犯	bkqf
病人	bkrf
不堪入耳	bkre
不堪入目	bkrm
碧空如洗	bkrx
病容	bkrs
并入	bkru_
宾客如云	bkry
病死	bksi
丙酸	bksr
不看僧面看佛面	bksm
不可思议	bksy
病痛	bkts
冰糖	bkth_
病榻	bkta
病体	bkti
病态	bktd_
兵团	bktr
病退	bktv
不可同日而语	bkty
不可推卸	bktx
冰上	bkuh
病逝	bkui
冰山	bkuj
冰霜	bkul
别开生面	bkum
兵书	bkuu_
冰水	bkuv
不堪设想	bkux
病症	bkvg
病重	bkvs
冰锥	bkvv
冰爪	bkvc
冰镇	bkvf_
冰柱	bkvu_
不可捉摸	bkvm
不可置信	bkvx
不可知论	bkvl
不可终日	bkvr
并无	bkwu
并未	bkww
并网	bkwh_
丙烷	bkwj
不可外扬	bkwy
不开心	bkx_
不可懈怠	bkxd
不可小视	bkxu
并行	bkxk
冰箱	bkxl_
冰鞋	bkxp
屏息	bkxi
不可小觑	bkxq
冰雪	bkxt
不可信其无	bkxw
不可想象	bkxx
不可以	bky_
不可以吗	bkym
病因	bkyb
不可以的	bkyd
不可言传	bkyi
不堪一击	bkyj
兵营	bkyk
并用	bkys
并于	bkyu_
不可言状	bkyv
不可逾越	bkyy_
并有	bkyz
不快也光	bkyg
并在	bkzd
不可自拔	bkzb
不可造次	bkzc
不可再生	bkzu
饼子	bkzi
不堪造就	bkzj
玻璃杯	blb_
不离不弃	blbq_
波澜不惊	blbj
不伦不类	blbl
表里不一	blby
不冷不热	blbr
不理不睬	blbc
白萝卜	blbo
奔流不息	blbx
不理睬	blc_
不吝赐教	blcj
便利店	bld_
波罗的海	bldh
白兰地	bldi
薄利多销	bldx
布拉迪斯拉发	bldf
不劳而获	bleh
比邻而居	blej
别浪费	blf_
不露锋芒	blfm
不良反应	blfy
拨乱反正	blfv
别浪费了	blfl
板蓝根	blg_
巴拉圭	blgv
布拉格	blge
博览会	blh_
不留痕迹	blhj
碧螺春	bli_
百炼成钢	blig
鬓乱钗横	blih
半路出家	blij
兵临城下	blix
布拉柴维尔	blie
不了解	blj_
兵来将挡	bljd
濒临绝境	bljj
不良记录	bljl
八路军	bljy
本来就是	blju
步履艰难	bljn
不离开	blk_
不落窠臼	blkj
暴力抗法	blkf
不聊了	bll_
别乱来	blld
筚路蓝缕	blll
不了了之	bllv
爆冷门	blm_
贝雷帽	blmc
摆龙门阵	blmv
本来面目	blmm
菠萝蜜	blmi
舶来品	blp_
别乱跑	blpc
步履蹒跚	blpu
保龄球	blq_
不留情面	blqm
波澜起伏	blqf
壁立千仞	blqr
博览群书	blqu
布里奇顿	blqd
暴力倾向	blqx
表里如一	blry
病来如山倒	blrd
不利索	bls_
壁垒森严	blsy
布鲁塞尔	blse
巴勒斯坦	blst
柏拉图	blt_
贝鲁特	blte
百里挑一	blty
白里透红	blth
不论是	blu_
比利时	blui
不露声色	blus
不虑胜先虑败	blub
拨乱视听	blut
避雷针	blv_
不吝指教	blvj
波澜壮阔	blvk
别来这一套	blvt
芭蕾舞	blw_
白露为霜	blwu
逼良为娼	blwi
步履维艰	blwj
包罗万象	blwx
别来无恙	blwy_
不理想	blx_
不良习惯	blxg
玻璃纤维	blxw
半老徐娘	blxn
不利于	bly_
不利因素	blys
表里一致	blyv
不留余地	blyd
本来以为	blyw
白龙鱼服	blyf
伯利兹	blz_
布朗族	blzu
不良资产	blzi
暴戾恣睢	blzs
不明白	bmb_
不明不白	bmbb
编报	bmbc
变白	bmbd
辩驳	bmbo
辨别	bmbp
遍布	bmbu
便便	bmbm
闭门不出	bmbi
不蔓不枝	bmbv
半梦半醒	bmbx
别磨蹭	bmcg
辩才	bmcd
鞭策	bmce
辩词	bmci
便餐	bmcj
变大	bmda
变短	bmdr
编导	bmdc
变得	bmde
便当	bmdh
遍地	bmdi_
扁担	bmdj
编订	bmdk
变调	bmdn
变动	bmds
编队	bmdv_
扁豆	bmdz
匾额	bmee
不谋而合	bmeh
不默而生	bmeu
变法	bmfa
边锋	bmfg
边防	bmfh
便饭	bmfj
蝙蝠	bmfu
变革	bmge
变更	bmgg
边关	bmgr
变故	bmgu
变卦	bmgx
笔墨官司	bmgs
编号	bmhc
变坏	bmhk
变换	bmhr
辩护	bmhu
便函	bmhj
变回	bmhv
变化	bmhx
变红	bmhs
变黑	bmhw
变黄	bmhl
变差	bmia
便车	bmie
变成	bmig_
边陲	bmiv
变长	bmih
鞭笞	bmii
摆明车马	bmim
病魔缠身	bmiu
便捷	bmjp_
编辑	bmji
边境	bmjk
边疆	bmjl
边检	bmjm
边角	bmjn
编剧	bmju_
便可	bmke
变快	bmkk
边框	bmkl
变老	bmlc
变了	bmle
变冷	bmlg
便利	bmli
变量	bmll_
变绿	bmlv
变懒	bmlj
八面来风	bmlf
变脸	bmlm
辩论	bmly
编码	bmma
白茫茫	bmmh
便民	bmmb
边贸	bmmc
变卖	bmmd
边门	bmmf
便秘	bmmi
变慢	bmmj
辨明	bmmk
本命年	bmn_
班门弄斧	bmnf
不瞒你说	bmnu
便溺	bmnn
编内	bmnw
变暖	bmnr
辩难	bmnj
变频	bmpb
变胖	bmph
鞭炮	bmpc
编排	bmpd
变盘	bmpj
扁平	bmpk
变强	bmql
变迁	bmqm_
扁鹊	bmqt
编曲	bmqu
不谋其政	bmqv
边卡	bmqx
辨认	bmrf
编入	bmru
变弱	bmro
变软	bmrr
边塞	bmsd
变色	bmse
闭门思过	bmsg
闭目塞听	bmst
变速	bmsu
贬损	bmsy_
变态	bmtd
鞭挞	bmta
扁桃	bmtc
变体	bmti
变天	bmtm
便条	bmtn
变通	bmts
便溏	bmth
变身	bmuf
便说	bmuo
变傻	bmua
变声	bmug
边上	bmuh
变数	bmuu
变瘦	bmuz
辨识	bmui
表面上看	bmuk
不明事理	bmul
不毛之地	bmvd
编者	bmve
变阵	bmvf
辩证	bmvg
编制	bmvi_
变招	bmvc
便装	bmvl
编撰	bmvr
变种	bmvs
编著	bmvu
百忙之中	bmvv_
不明真相	bmvx
北美洲	bmvz
笔墨纸砚	bmvy
不买账	bmvh
编外	bmwd
变温	bmwf
编舞	bmwu
表面文章	bmwv
变为	bmww
兵马未动，粮草先行	bmwx
白马王子	bmwz
变心	bmxb
宝马香车	bmxi
变形	bmxk
编修	bmxq
变相	bmxl
变现	bmxm
变小	bmxn
编写	bmxp_
表面现象	bmxx
并没有	bmy_
变压	bmya
遍野	bmye
变硬	bmyk
编印	bmyb
变样	bmyh
变异	bmyi_
边沿	bmyj
边缘	bmyr
兵马俑	bmys
便于	bmyu
便有	bmyz
表面一套	bmyt
不名一钱	bmyq
不名一文	bmyw
北冥有鱼	bmyy
编造	bmzc
辫子	bmzi_
变作	bmzo
编纂	bmzr
编组	bmzu
不鸣则已	bmzy
表白	bnbd
标本	bnbf
标榜	bnbh
标兵	bnbk
标靶	bnba
不男不女	bnbn
百年不遇	bnby
不年不节	bnbj
表层	bncg
表达	bnda
本年度	bndu
表带	bndd
表弟	bndi
表单	bndj_
标段	bndr
标点	bndm
标定	bndk
不怒而威	bnew
不耐烦	bnf_
别难过	bngo
表格	bnge_
表功	bngs
标高	bngc
彪悍	bnhj
标号	bnhc
裱糊	bnhu
百年好合	bnhh
标出	bniu
飙车	bnie
百鸟朝凤	bnif
标尺	bnii
标间	bnjm
不念旧恶	bnje
标记	bnji
表姐	bnjp
表决	bnjt
镖局	bnju
标价	bnjx
镖客	bnke
不难看出	bnki
别闹了	bnl_
表露	bnlu
表链	bnlm
表里	bnli
巴拿马	bnma
表明	bnmk
表面	bnmm
表妹	bnmw
表内	bnnw
百年难遇	bnny
表皮	bnpi
标配	bnpw
标普	bnpu
表盘	bnpj
标牌	bnpd
表亲	bnqb
表情	bnqk
标枪	bnql
标签	bnqm
表嫂	bnsc
避难所	bnso
玻尿酸	bnsr
饱暖思淫欲	bnsy
标题	bnti
表态	bntd
表头	bntz
标贴	bntp
表示	bnui
搬弄是非	bnuf
飙升	bnug
表率	bnuk
表述	bnuu
百年树人	bnur
白内障	bnv_
标准	bnvy
表针	bnvf
表彰	bnvh
标志	bnvi
表征	bnvg
标注	bnvu
表外	bnwd
不能挽回	bnwh
表现	bnxm
笨鸟先飞	bnxf
表形	bnxk
表象	bnxl
表兄	bnxs
飙戏	bnxi
不难想象	bnxx
表演	bnyj
表页	bnye
表扬	bnyh
标语	bnyu
表意	bnyi
标有	bnyz
表音	bnyb
婊子	bnzi
不能自拔	bnzb
不能自已	bnzy
不怒自威	bnzw
标杆	bngj
博爱	boai
博鳌	boao
播报	bobc
薄冰	bobk
伯伯	bobo
馞馝	bobi
菠菜	bocd
拨打	boda
波导	bodc
博得	bode
剥掉	bodn
剥夺	bodo
波段	bodr
波动	bods
搏斗	bodz
波恩	boen
播发	bofa
播放	bofh
伯父	bofu_
波峰	bofg
脖梗	bogg
拨给	bogw
剥光	bogl
波谷	bogu
拨号	bohc
渤海	bohd
薄荷	bohe
驳回	bohv
波黑	bohw
播出	boiu
波长	boih
驳斥	boii
泊车	boie
薄产	boij
波及	boji_
跛脚	bojn
播讲	bojl
薄酒	bojq
伯爵	bojt
拨开	bokd
博客	boke
拨款	bokr
柏林	bolb
伯乐	bole
波浪	bolh
玻璃	boli_
波澜	bolj
菠萝	bolo
拨拉	bola
舶来	bold
搏命	bomk
薄面	bomm
伯母	bomu
拨弄	bons
剥皮	bopi
博取	boqu
勃起	boqi
薄情	boqk
拨冗	bors
般若	bore
薄弱	boro
播送	boss
播撒	bosa
波斯	bosi
波涛	botc
拨通	bots
薄田	botm
搏杀	boua
博士	boui
波折	bove
播种	bovs
波纹	bowf
泊位	boww
剥削	boxt_
剥下	boxx
波形	boxk
博弈	boyi
播音	boyb_
播映	boyk
脖子	bozi
跛足	bozu
别把	bpba
不怕不怕	bpbp
不偏不倚	bpby
不破不立	bpbl
不怕不识货	bpbh
别催	bpcv
别的	bpde
别动	bpds
别逗	bpdz
别发	bpfa
别放	bpfh
别烦	bpfj
别管	bpgr
别国	bpgo
别干	bpgj
不平衡	bph_
别慌	bphl
别换	bphr
别喝	bphe
别后	bphz
别号	bphc
不排除	bpi_
别吵	bpic
别吃	bpii
别扯	bpie
别称	bpig
别处	bpiu
剥皮抽筋	bpij
别急	bpji
蹩脚	bpjn
别进	bpjb
别家	bpjx
别看	bpkj
别开	bpkd
别哭	bpku
别克	bpke
别离	bpli
别来	bpld
别了	bple
杯盘狼藉	bplj
别论	bply
别忙	bpmh
别买	bpmd
憋闷	bpmf
别名	bpmk
不怕没柴烧	bpmu
宾朋满座	bpmz
别扭	bpnq
别闹	bpnc
别弄	bpns
别拿	bpna
别怕	bppa
别跑	bppc
别碰	bppg
别贫	bppb
憋气	bpqi
别去	bpqu_
别人	bprf
别扔	bprg
别让	bprh
鞭辟入里	bprl
不怕死	bps_
憋死	bpsi
瘪三	bpsj
别太	bptd
别提	bpti
别听	bptk
别谈	bptj
白皮书	bpu_
别傻	bpua
别上	bpuh
别说	bpuo
别删	bpuj
别墅	bpuu
别手	bpuz
别睡	bpuv
半瓶水，响叮当	bpud
别致	bpvi
憋着	bpve
别装	bpvl
别整	bpvg
别追	bpvv
憋住	bpvu
别针	bpvf
别忘	bpwh
别玩	bpwj
别无	bpwu
别问	bpwf
别为	bpww
别想	bpxl
别笑	bpxn
别写	bpxp
不便宜	bpy_
别用	bpys
别样	bpyh
别于	bpyu
白跑一趟	bpyt
不怕一万	bpyw
不怕一万，就怕万一	bpyy
别再	bpzd
别做	bpzo
瘪嘴	bpzv
不平则鸣	bpzm
别字	bpzi
憋足	bpzu
别走	bpzz
不欺暗室	bqau
不清不楚	bqbi
不屈不挠	bqbn
不确定	bqd_
不确定性	bqdx
不期而至	bqev
不期而遇	bqey
避其锋芒	bqfm
不奇怪	bqg_
薄情寡义	bqgy_
不求回报	bqhb
步其后尘	bqhi
不清楚	bqi_
白切鸡	bqj_
冰淇淋	bql_
八千里路云和月	bqly
兵强马壮	bqmv
别气馁	bqn_
屏气凝神	bqnu
不求人	bqr_
病去如抽丝	bqrs
避其锐气	bqrq
鼻青脸肿	bqlv
版权所有	bqsy
包青天	bqt_
白鳍豚	bqty
不切实际	bquj_
